qwen_macro,mds_x,mds_y,source_share,focal_broad,focal_specialized,self_retention_broad,self_retention_specialized,self_retention_difference,representative_journals
0,-0.03420466852031136,0.11059584425802063,0.0375919891124499,63093.0,80790.0,0.5949314256006873,0.6178524371140812,0.022921011513393874,Applied Economics; Journal of Nutrition Education and Behavior; Applied Economics Letters
1,0.05232774399371512,0.01675163610086014,0.02158123951173236,35590.0,47012.0,0.5129430551103703,0.5437936030214495,0.030850547911079218,Abstracts with programs - Geological Society of America; Atmospheric Environment; The Science of The Total Environment
2,-0.0591192525510592,-0.07420287482241632,0.01419807388181971,25578.0,28765.0,0.42174848066016946,0.4679929978412346,0.04624451718106515,The FASEB Journal; Fertility and Sterility; Case Medical Research
3,0.10112795832628259,0.03671874646958318,0.01958724396739274,34296.0,40674.0,0.5544030334318244,0.612861623139177,0.058458589707352626,IEEE Photonics Technology Letters; International Transactions on Electrical Energy Systems; International Journal of RF and Microwave Computer-Aided Engineering
4,0.02122259632397732,-0.053494139467035594,0.053991243872291275,84863.0,121788.0,0.5542692559337118,0.5943942839612962,0.04012502802758444,The FASEB Journal; INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY; Natural Product Research
5,0.09699319056527134,0.03713290815669224,0.032633910830881116,49901.0,75005.0,0.5688973078362328,0.5585468108013031,-0.01035049703492974,Physics of Plasmas; International Journal of Hydrogen Energy; ECS Meeting Abstracts
6,-0.08226864993654813,-0.08872487884758191,0.030157092466056745,49754.0,65672.0,0.4216041552893825,0.4494814742984466,0.027877319009064094,BMJ Case Reports; Neuro-Oncology; Ultrasound in Obstetrics and Gynecology
7,0.1429795859428394,-0.03642193009835407,0.04505980549660339,67319.0,105147.0,0.6586661937606643,0.7039691387908047,0.04530294503014043,Journal of The Electrochemical Society; Dalton Transactions; Journal of Materials Chemistry A
8,-0.0766478972438503,0.14426271896373855,0.03955829027422925,58645.0,92764.0,0.4161324628085237,0.4444410167219441,0.02830855391342041,Perspectives on Politics; Journal of American History; Bulletin of the Center for Children's Books./Bulletin of the Center for Children's Books
9,-0.014822630449128512,-0.10592890801671496,0.039064494207824395,73952.0,75567.0,0.4774658912810357,0.4843280771642634,0.006862185883227678,The FASEB Journal; Biochemical and Biophysical Research Communications; The Journal of Immunology
10,-0.12403883427345112,0.10593644627688145,0.021858444605095086,35186.0,48477.0,0.4388332536276399,0.4658062921445733,0.02697303851693339,Journal of Interpersonal Violence; Child Abuse & Neglect; Case Medical Research
11,-0.09816590612280075,-0.01316190780141075,0.03234965150799832,50593.0,73225.0,0.5329990283123346,0.5649835487461742,0.03198452043383959,Alzheimer s & Dementia; Case Medical Research; Reactions Weekly
12,0.012859815619190498,0.07887927203666031,0.039436800765828055,79378.0,71566.0,0.5468629939471852,0.5131812314130139,-0.03368176253417132,Information Sciences; IEEE Access; International Journal of Engineering & Technology
13,-0.021987619126816845,0.03025062629571976,0.011788401331315998,19170.0,25950.0,0.5520138795708976,0.5595577529267884,0.0075438733558907956,Abstracts with programs - Geological Society of America; Journal of Climate; Climate Dynamics
14,-0.07213755157948787,-0.11214559378422875,0.028390922408439368,29114.0,79552.0,0.46098597137214165,0.5033737864745117,0.04238781510237005,Reactions Weekly; Annals of the Rheumatic Diseases; The Journal of Immunology
15,-0.06343942300879793,-0.08324980445694692,0.03572653730603155,48664.0,88079.0,0.5784039814713815,0.625433319246485,0.04702933777510354,European Heart Journal; Case Medical Research; The FASEB Journal
16,-0.10778663082140218,0.012280192970654753,0.03819917538669588,58521.0,87686.0,0.48175161767097074,0.5041444893179927,0.022392871647021972,Case Medical Research; Journal of Pain and Symptom Management; International Journal of Integrated Care
17,-0.025127340466373934,-0.061380791070294344,0.027682102975552392,37572.0,68381.0,0.49548796946691676,0.5733434434645379,0.07785547399762116,Case Medical Research; Clinical Oral Implants Research; European Urology Supplements
18,-0.03649241924387652,0.08505488827250358,0.039736213618791004,70476.0,81614.0,0.08237500298781357,0.05670955889097579,-0.025665444096837776,Africa Research Bulletin Political Social and Cultural Series; Physics Today; Ḥadašŵt ʾarkeyŵlŵgiyŵt.
19,0.16854645209343946,-0.0787332136477452,0.018366339724900725,17999.0,52298.0,0.6441216717938709,0.6549213860263645,0.010799714232493596,European Journal of Organic Chemistry; ChemInform; Dalton Transactions
20,0.09621968894779942,0.058985742544117314,0.028605945774921482,45747.0,63742.0,0.5802621671959404,0.6606676471954346,0.08040547999949421,Construction and Building Materials; The Journal of the Acoustical Society of America; Engineering Structures
21,0.1533354398454846,-0.008071173000031606,0.02300305866166635,31479.0,56565.0,0.5464165236646588,0.6042384513334976,0.05782192766883887,Materials Science and Engineering A; Materials Today Proceedings; Construction and Building Materials
22,0.04558517888021356,0.07633876428842189,0.0222459046931789,36673.0,48473.0,0.6871415373946848,0.7256276738875148,0.03848613649283006,"Physical review. A/Physical review, A; The European Physical Journal C; Quantum Information Processing"
23,-0.053725932718144666,-0.013765332960868874,0.028031156702915828,39769.0,67520.0,0.5542735054350008,0.5818845580443731,0.027611052609372355,Zootaxa; ZooKeys; Mitochondrial DNA Part B
24,0.058985755873574484,0.03847700382747349,0.03370145089825162,62145.0,66847.0,0.5303615575101454,0.5993844809312152,0.06902292342106986,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE; The Journal of the Acoustical Society of America; Monthly Notices of the Royal Astronomical Society"
25,-0.04844070637723212,-0.03288271318517179,0.022421999163420633,30531.0,55289.0,0.5211312135344485,0.615485880976313,0.09435466744186449,Case Medical Research; Orthopaedic Journal of Sports Medicine; Gait & Posture
26,0.0018934545078476833,0.07010277006353986,0.027997453161875494,46246.0,60914.0,0.6393963183709073,0.6652493556205666,0.025853037249659372,Forest Ecology and Management; The Science of The Total Environment; Agricultural and Forest Meteorology
27,-0.07529307985305175,-0.10263711192063245,0.03853594952933919,45583.0,101913.0,0.632752053942116,0.6293556051345036,-0.0033964488076123622,HPB; Case Medical Research; Radiotherapy and Oncology
28,-0.06108744544478617,0.11807225977390204,0.034048153215775034,59941.0,70378.0,0.4848108295706436,0.5415805842347445,0.056769754664100947,The Journal of the Acoustical Society of America; DEStech Transactions on Social Science Education and Human Science; The Proceedings of the Annual Convention of the Japanese Psychological Association
29,0.18358215333044922,-0.008073842295485367,0.023884576083915025,41692.0,49726.0,0.6465117783462052,0.6067795508330288,-0.0397322275131764,Journal of Magnetism and Magnetic Materials; Physical Review Letters; Chinese Physics B
30,0.011895214441501977,-0.10797244790610055,0.04370800610635009,38035.0,129257.0,0.41474656065589915,0.43717229527643825,0.022425734620539095,Reactions Weekly; The FASEB Journal; Neuro-Oncology
31,-0.09276824095446762,-0.03899315701774997,0.046858372756461084,68338.0,111012.0,0.4780172272714891,0.5140439251689976,0.03602669789750845,Case Medical Research; The FASEB Journal; Vaccine
